student_id,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail
567,Female,16,53.26,8.5,89.31,61.5,6.6,Yes,2,16.7,PhD,Medium,Yes,No,No,7.3,4.9,84.8,Average,Pass
568,Female,21,98.7,10.5,44.42,44.33,2.2,No,2,14.5,Master,High,Yes,Yes,No,3.3,9.8,99.07,Excellent,Pass
569,Male,19,84.89,3.7,96.65,69.66,7.8,Yes,8,15.8,PhD,High,No,No,No,7.6,1.5,90.82,Excellent,Pass
570,Male,20,73.47,4.4,53.93,75.47,3.5,No,3,5.8,High School,High,Yes,No,No,7.4,6.3,82.19,Average,Pass
571,Female,16,50.84,8.1,99.01,51.18,9.1,No,3,7.7,High School,Low,Yes,No,No,5.1,6.3,88.8,Excellent,Pass
572,Male,19,43.23,18.2,88.7,62.2,8.4,No,4,12.5,Bachelor,Low,No,No,No,7.2,1.3,99.89,Excellent,Pass
573,Male,24,59.2,16.7,86.6,49.55,4.1,Yes,1,11.1,Master,Medium,No,No,No,5.0,3.0,110.62,Excellent,Pass
574,Female,18,85.19,11.1,52.25,55.86,8.3,Yes,4,19.2,High School,Medium,Yes,Yes,Yes,4.0,9.1,115.79,Excellent,Pass
575,Male,23,56.16,12.8,30.61,41.17,4.2,No,4,3.7,PhD,Medium,Yes,No,No,5.2,5.9,68.84,Below Average,Pass
576,Female,20,72.37,3.2,56.75,91.99,1.9,No,4,7.0,Bachelor,Low,Yes,Yes,No,9.1,4.9,65.35,Below Average,Pass
577,Male,16,83.68,3.0,51.13,30.7,9.7,No,3,11.5,PhD,Low,Yes,No,Yes,4.5,4.7,69.98,Below Average,Pass
578,Female,15,46.48,2.7,32.62,91.77,6.9,Yes,3,17.4,Bachelor,Medium,Yes,Yes,No,4.6,9.0,96.8,Excellent,Pass
579,Female,19,81.12,3.2,65.38,70.02,5.1,Yes,2,18.6,Bachelor,Low,No,Yes,No,6.5,4.3,108.21,Excellent,Pass
580,Female,23,45.51,8.0,58.21,53.22,4.6,Yes,2,6.7,Master,Low,Yes,No,No,7.8,8.7,90.41,Excellent,Pass
581,Female,20,97.91,5.9,74.42,80.61,3.9,No,2,1.3,Master,Low,Yes,Yes,No,7.6,3.8,87.3,Excellent,Pass
582,Male,24,69.3,8.7,73.48,65.54,9.8,Yes,2,8.4,High School,Low,Yes,Yes,Yes,1.2,5.8,112.51,Excellent,Pass
583,Female,21,49.04,12.0,38.45,64.94,2.2,Yes,3,7.9,PhD,Medium,Yes,Yes,No,7.2,2.3,64.66,Below Average,Pass
584,Female,19,60.54,6.6,98.39,37.71,3.8,Yes,0,19.7,Master,Medium,No,Yes,No,5.1,8.4,111.05,Excellent,Pass
585,Female,24,64.8,5.9,43.09,57.27,5.4,Yes,4,8.6,High School,Low,Yes,No,Yes,5.7,7.6,80.04,Average,Pass
586,Male,20,85.49,15.0,61.17,46.87,5.3,No,3,6.1,High School,Low,Yes,Yes,No,6.1,5.8,106.05,Excellent,Pass
587,Female,19,84.61,4.5,64.17,31.1,5.2,Yes,6,7.3,Bachelor,Medium,Yes,Yes,Yes,7.6,1.2,69.76,Below Average,Pass
588,Male,23,76.72,2.3,86.91,55.21,2.6,Yes,4,7.9,Bachelor,Medium,No,Yes,No,8.5,5.3,102.3,Excellent,Pass
589,Female,20,46.36,7.8,36.95,36.29,2.3,Yes,1,16.4,Master,High,Yes,Yes,No,6.8,3.0,55.7,Below Average,Fail
590,Male,22,49.09,4.0,60.01,47.98,3.3,Yes,4,1.6,High School,Medium,No,Yes,No,6.1,4.7,63.53,Below Average,Pass
591,Male,16,45.63,6.4,74.0,36.48,9.2,Yes,6,6.3,Bachelor,High,Yes,No,No,4.4,8.7,91.76,Excellent,Pass
592,Female,23,74.63,3.2,45.06,37.07,2.0,Yes,3,19.3,Bachelor,Medium,Yes,Yes,No,2.2,7.9,89.05,Excellent,Pass
593,Male,19,92.63,7.9,73.92,43.93,7.8,No,2,3.1,High School,Medium,Yes,Yes,Yes,9.6,3.2,102.09,Excellent,Pass
594,Female,21,66.03,5.8,94.66,99.99,7.8,Yes,1,14.9,Bachelor,Medium,Yes,No,No,5.2,9.9,123.32,Excellent,Pass
595,Female,24,49.65,5.6,99.83,30.15,8.3,Yes,4,7.1,High School,Low,Yes,No,Yes,6.1,9.1,106.71,Excellent,Pass
596,Female,15,73.48,8.8,32.27,74.71,9.0,Yes,4,11.6,High School,Low,No,Yes,Yes,7.8,5.8,98.4,Excellent,Pass
597,Male,24,88.71,12.2,46.49,39.89,3.4,No,3,2.0,Bachelor,Low,Yes,Yes,No,1.6,5.8,78.38,Average,Pass
598,Male,19,84.5,14.3,51.72,94.44,3.0,Yes,2,6.1,PhD,Medium,Yes,No,No,8.7,9.1,105.21,Excellent,Pass
599,Female,24,92.89,8.7,57.94,36.55,5.2,No,4,10.0,High School,Low,Yes,No,No,8.2,6.7,79.06,Average,Pass
600,Female,16,56.67,6.0,46.96,96.85,3.4,Yes,6,4.6,Bachelor,Low,Yes,No,Yes,8.0,5.8,75.55,Average,Pass
601,Male,20,51.64,6.1,44.24,72.76,7.6,No,3,10.8,High School,Medium,Yes,Yes,No,1.2,7.7,89.25,Excellent,Pass
602,Female,15,92.79,9.9,96.82,30.09,6.7,Yes,2,4.4,High School,High,Yes,No,No,5.7,3.1,103.98,Excellent,Pass
603,Female,17,79.45,3.1,94.3,92.58,8.9,No,5,13.0,Bachelor,Low,Yes,No,Yes,1.5,8.9,117.01,Excellent,Pass
604,Female,19,58.66,3.6,33.29,66.52,1.7,Yes,1,18.1,Master,Medium,Yes,No,No,6.0,5.8,63.63,Below Average,Pass
605,Male,18,84.54,1.6,53.72,48.39,9.2,Yes,1,1.7,High School,Low,Yes,Yes,Yes,7.5,6.4,90.37,Excellent,Pass
606,Male,17,88.91,10.3,58.36,83.71,3.6,No,1,4.3,PhD,High,Yes,Yes,No,2.1,1.8,86.25,Excellent,Pass
607,Male,24,76.9,13.1,46.73,94.87,5.4,Yes,1,16.9,High School,Low,Yes,Yes,No,7.3,3.8,81.28,Average,Pass
608,Female,19,81.27,8.7,74.02,63.86,4.9,No,2,12.6,Master,High,No,Yes,No,5.0,4.8,95.95,Excellent,Pass
609,Female,22,62.52,1.8,74.83,52.09,7.8,Yes,3,1.6,Master,Low,Yes,No,Yes,8.3,4.7,77.73,Average,Pass
610,Female,18,72.32,7.9,89.54,85.23,4.8,No,1,9.7,Bachelor,High,Yes,Yes,Yes,5.8,8.0,115.0,Excellent,Pass
611,Male,15,71.45,4.6,81.86,77.72,9.5,No,1,4.2,High School,Low,Yes,Yes,Yes,4.0,3.5,100.12,Excellent,Pass
612,Female,21,90.88,7.0,67.98,92.21,9.1,No,2,4.0,Bachelor,Low,Yes,No,Yes,4.0,2.6,84.48,Average,Pass
613,Female,22,90.4,14.6,75.75,78.48,8.8,No,3,18.8,Bachelor,Low,Yes,No,Yes,9.1,6.2,100.72,Excellent,Pass
614,Female,17,89.96,3.4,49.18,47.05,1.6,No,5,15.2,Master,Low,No,Yes,No,5.1,6.5,88.49,Excellent,Pass
615,Female,20,40.66,8.8,71.51,95.22,8.7,No,4,13.9,Bachelor,High,Yes,Yes,Yes,4.7,2.1,94.68,Excellent,Pass
616,Male,16,84.97,5.4,64.25,37.34,8.0,Yes,3,4.8,Bachelor,Medium,Yes,Yes,No,1.4,1.0,97.21,Excellent,Pass
617,Male,21,85.52,6.1,39.33,48.76,1.9,Yes,1,2.4,Master,Medium,Yes,Yes,No,4.3,9.3,102.52,Excellent,Pass
618,Female,22,80.7,2.0,46.98,66.41,2.0,No,2,17.4,PhD,High,Yes,No,Yes,8.6,1.7,39.77,At Risk,Fail
619,Male,20,85.38,4.7,50.42,69.6,1.9,No,0,0.1,Bachelor,Medium,Yes,Yes,No,7.8,9.1,84.26,Average,Pass
620,Male,20,90.52,2.7,94.7,31.07,1.1,No,2,7.8,Master,High,Yes,No,Yes,3.0,4.6,82.55,Average,Pass
621,Female,19,68.22,9.0,46.13,84.64,5.9,No,2,5.6,Bachelor,Low,No,Yes,No,4.7,6.9,86.65,Excellent,Pass
622,Female,22,70.12,6.2,50.25,55.31,9.8,No,5,11.4,Bachelor,High,Yes,No,No,2.8,2.7,75.33,Average,Pass
623,Male,15,47.48,8.1,55.85,58.45,4.9,Yes,3,5.0,Bachelor,Low,Yes,No,Yes,9.6,8.4,75.99,Average,Pass
624,Female,24,63.12,3.5,76.46,86.66,5.9,Yes,2,6.2,Master,Medium,No,No,No,6.4,2.6,68.92,Below Average,Pass
625,Male,18,78.6,4.3,38.28,56.55,9.7,Yes,4,17.0,Bachelor,Medium,Yes,Yes,Yes,7.8,4.5,84.74,Average,Pass
626,Female,18,86.82,9.8,96.78,33.31,3.3,Yes,5,12.1,Bachelor,Medium,No,No,No,7.4,3.1,77.17,Average,Pass
627,Male,17,53.03,5.0,90.59,42.35,8.7,Yes,3,2.9,Bachelor,Medium,Yes,No,No,8.9,8.5,90.14,Excellent,Pass
628,Female,17,48.27,4.2,70.41,96.91,5.9,No,2,14.5,Bachelor,Medium,Yes,No,Yes,9.5,8.7,88.21,Excellent,Pass
629,Male,18,79.78,9.1,77.18,34.93,6.1,No,0,4.1,Bachelor,High,No,Yes,No,1.3,4.3,105.07,Excellent,Pass
630,Male,15,40.11,3.5,31.17,54.85,4.1,Yes,3,8.7,Master,High,Yes,Yes,Yes,9.8,3.8,64.1,Below Average,Pass
631,Male,16,50.7,4.4,53.73,65.22,6.1,Yes,1,12.9,Bachelor,High,Yes,Yes,Yes,8.8,8.0,88.87,Excellent,Pass
632,Female,23,41.74,5.8,85.7,64.53,1.7,Yes,6,5.4,High School,High,Yes,Yes,Yes,4.4,8.9,113.54,Excellent,Pass
633,Male,24,50.01,7.6,35.42,30.28,7.9,Yes,4,7.7,Master,Medium,Yes,No,No,8.5,6.6,78.0,Average,Pass
634,Male,16,50.88,5.2,49.76,65.08,3.6,Yes,3,14.7,Master,High,No,No,No,7.6,9.3,85.16,Excellent,Pass
635,Female,19,63.26,2.1,70.97,56.86,9.0,Yes,7,18.8,Bachelor,High,No,No,No,8.1,4.4,74.13,Average,Pass
636,Female,23,64.14,8.3,47.95,98.05,4.3,Yes,4,10.6,High School,Medium,No,Yes,No,3.0,2.4,82.84,Average,Pass
637,Male,23,92.46,11.2,95.38,41.14,2.3,Yes,3,0.2,PhD,Medium,Yes,Yes,Yes,6.8,2.6,98.66,Excellent,Pass
638,Male,22,70.61,4.1,39.17,54.79,7.3,No,1,6.8,Master,High,Yes,Yes,No,1.2,7.0,100.34,Excellent,Pass
639,Female,15,83.4,4.9,85.82,59.36,2.5,Yes,2,8.0,High School,Medium,Yes,No,No,8.6,4.7,81.6,Average,Pass
640,Female,15,46.25,2.9,65.56,57.35,7.8,Yes,1,6.8,High School,Medium,No,No,No,9.6,2.4,54.13,Below Average,Fail
641,Female,23,53.53,6.0,82.52,76.61,9.7,Yes,4,8.7,Bachelor,Low,Yes,Yes,No,7.0,3.6,85.46,Excellent,Pass
642,Female,22,82.18,3.3,51.75,45.09,8.0,Yes,2,12.7,Bachelor,High,Yes,No,No,5.6,5.8,67.1,Below Average,Pass
643,Female,24,43.17,12.8,66.01,45.48,1.2,No,1,2.4,High School,High,No,No,Yes,7.5,2.1,56.71,Below Average,Fail
644,Male,23,69.2,4.8,89.98,81.04,6.4,No,2,5.5,Bachelor,Medium,Yes,No,Yes,3.9,1.0,88.79,Excellent,Pass
645,Female,21,75.96,4.4,62.68,65.02,7.3,Yes,1,10.2,Bachelor,Low,Yes,Yes,No,6.6,9.3,82.69,Average,Pass
646,Male,17,76.13,4.7,55.18,59.06,8.4,No,3,6.3,Master,Medium,Yes,No,No,7.5,3.7,68.23,Below Average,Pass
647,Male,17,41.38,3.5,67.53,41.84,1.5,Yes,1,19.8,Bachelor,Medium,Yes,Yes,No,2.3,3.0,61.08,Below Average,Pass
648,Male,16,59.33,6.5,80.22,43.13,5.3,No,3,8.6,Bachelor,Medium,Yes,Yes,No,2.3,7.3,101.11,Excellent,Pass
649,Female,19,78.19,4.6,61.05,30.74,5.8,Yes,3,17.4,PhD,Medium,Yes,No,Yes,7.4,8.7,78.81,Average,Pass
650,Male,17,48.94,9.3,95.72,36.4,2.5,Yes,1,17.9,High School,High,Yes,No,No,4.9,6.7,75.6,Average,Pass
651,Male,20,81.72,6.4,50.65,68.98,3.9,No,2,16.7,High School,Medium,Yes,Yes,No,9.0,3.3,68.16,Below Average,Pass
652,Female,16,84.76,7.9,63.28,92.43,5.0,No,3,0.9,Master,Medium,Yes,Yes,No,3.8,8.8,104.28,Excellent,Pass
653,Male,17,98.92,8.4,82.98,50.1,8.5,No,6,19.0,High School,High,Yes,No,No,1.4,5.6,107.01,Excellent,Pass
654,Male,19,52.59,11.2,78.24,52.94,9.4,Yes,3,2.6,Master,Medium,Yes,Yes,No,6.8,4.4,99.56,Excellent,Pass
655,Female,15,89.51,4.3,90.45,38.09,6.7,Yes,5,0.7,High School,Low,Yes,No,No,7.2,6.4,97.84,Excellent,Pass
656,Male,15,71.22,3.7,99.78,57.2,4.6,No,1,8.3,High School,Medium,Yes,No,No,6.0,7.3,89.67,Excellent,Pass
657,Male,24,62.41,4.1,59.88,32.61,3.3,Yes,2,3.9,PhD,Medium,Yes,No,No,7.1,6.3,79.23,Average,Pass
658,Male,23,47.34,5.8,37.78,94.23,9.8,Yes,3,3.7,Bachelor,High,Yes,No,Yes,5.7,9.3,93.12,Excellent,Pass
659,Female,21,84.13,6.8,32.13,77.12,9.8,Yes,3,5.8,Master,High,Yes,No,No,7.2,6.7,99.31,Excellent,Pass
660,Female,15,54.15,3.1,80.88,99.35,9.3,Yes,1,5.0,High School,Medium,Yes,No,Yes,1.4,8.9,116.82,Excellent,Pass
661,Female,22,62.29,3.9,91.18,91.8,8.1,Yes,3,13.7,High School,Low,Yes,No,No,4.3,6.3,100.69,Excellent,Pass
662,Male,17,43.75,6.8,45.45,63.11,3.9,Yes,3,3.7,Master,Low,Yes,Yes,Yes,2.9,4.0,85.73,Excellent,Pass
663,Male,22,88.08,6.3,41.09,66.38,8.4,Yes,1,10.9,Bachelor,Medium,Yes,Yes,No,1.9,5.8,96.31,Excellent,Pass
664,Female,19,86.0,4.4,34.35,43.34,4.7,No,3,19.7,Bachelor,Medium,No,No,No,3.1,1.8,69.56,Below Average,Pass
665,Male,15,84.02,2.1,87.59,62.34,3.9,Yes,2,8.6,High School,Medium,No,Yes,Yes,2.7,3.1,81.2,Average,Pass
666,Male,21,57.97,6.3,51.8,93.21,7.7,Yes,4,12.8,Bachelor,Medium,Yes,No,Yes,9.8,7.9,77.11,Average,Pass
667,Female,19,50.41,8.2,58.12,33.56,1.7,Yes,4,19.4,Master,High,Yes,No,No,3.6,7.0,61.76,Below Average,Pass
668,Female,20,78.25,8.0,65.19,90.45,1.4,No,3,2.8,Master,High,No,No,No,3.1,2.5,75.81,Average,Pass
669,Male,20,69.77,4.9,88.76,53.87,5.0,Yes,4,8.4,Bachelor,Low,Yes,Yes,Yes,8.5,4.9,84.65,Average,Pass
670,Male,22,50.7,3.2,75.56,92.97,5.0,No,5,17.0,Bachelor,Medium,Yes,Yes,Yes,4.8,2.3,81.27,Average,Pass
671,Male,23,81.15,2.5,73.05,95.86,9.1,Yes,3,18.6,Bachelor,Medium,Yes,Yes,No,4.8,8.7,107.14,Excellent,Pass
672,Female,16,99.47,3.1,42.3,76.96,2.1,No,2,12.0,Bachelor,Low,Yes,Yes,No,5.0,2.0,76.16,Average,Pass
673,Female,23,84.83,7.3,65.92,76.51,2.1,Yes,6,2.9,Master,Medium,No,No,Yes,4.7,6.9,91.83,Excellent,Pass
674,Female,24,84.4,4.7,80.08,61.69,2.3,Yes,2,18.0,High School,Low,Yes,No,No,3.9,6.5,86.03,Excellent,Pass
675,Female,23,97.02,5.6,98.13,88.49,1.3,No,2,3.5,High School,Low,Yes,No,No,3.6,5.3,101.95,Excellent,Pass
676,Male,24,52.18,1.6,44.1,97.31,1.6,No,4,7.1,PhD,Medium,No,No,Yes,8.9,3.5,54.3,Below Average,Fail
677,Female,24,73.93,9.5,30.67,84.26,6.9,Yes,1,7.5,High School,Medium,Yes,Yes,No,2.5,4.6,99.75,Excellent,Pass
678,Female,21,98.78,11.0,35.27,73.54,4.9,Yes,0,8.9,High School,Medium,Yes,Yes,Yes,2.6,8.3,122.02,Excellent,Pass
679,Female,15,49.92,3.5,56.31,72.48,7.9,Yes,4,15.8,Bachelor,Medium,Yes,Yes,Yes,6.1,7.9,106.33,Excellent,Pass
680,Female,21,82.02,12.4,87.44,89.46,9.9,No,4,16.0,Master,Low,Yes,No,Yes,4.1,7.6,115.06,Excellent,Pass
681,Female,24,75.15,4.3,30.5,67.88,6.9,Yes,2,14.4,Bachelor,Medium,No,No,No,4.8,7.7,94.13,Excellent,Pass
682,Male,19,75.19,2.9,61.97,86.27,1.5,Yes,0,0.4,Bachelor,Medium,No,No,No,8.3,2.3,52.4,Below Average,Fail
683,Male,20,81.86,3.3,53.05,65.62,1.9,Yes,3,11.3,PhD,Medium,Yes,No,No,9.1,1.9,66.09,Below Average,Pass
684,Female,24,95.78,4.0,33.67,34.37,8.9,No,6,14.9,Master,High,Yes,No,Yes,8.1,8.8,91.38,Excellent,Pass
685,Male,21,86.95,3.8,61.52,56.88,5.7,No,4,8.9,Master,Medium,Yes,Yes,Yes,3.1,8.5,98.89,Excellent,Pass
686,Female,19,43.37,4.5,47.83,61.11,8.4,No,3,18.9,High School,Medium,No,No,No,9.8,7.1,67.08,Below Average,Pass
687,Female,21,91.16,3.5,54.63,39.91,8.7,Yes,1,16.5,High School,Medium,Yes,Yes,Yes,4.3,6.5,95.84,Excellent,Pass
688,Male,23,53.53,8.8,79.39,37.17,9.3,No,4,12.8,Bachelor,High,Yes,No,No,2.5,4.3,80.44,Average,Pass
689,Male,17,62.61,3.9,66.51,67.48,9.5,No,4,1.2,High School,High,Yes,Yes,No,5.5,3.0,79.43,Average,Pass
690,Female,22,67.7,1.8,38.73,35.96,6.0,No,2,13.0,High School,Low,No,No,No,7.5,7.0,65.05,Below Average,Pass
691,Female,16,68.85,2.7,97.3,51.21,4.1,Yes,7,18.2,High School,Medium,Yes,Yes,Yes,1.7,9.2,118.41,Excellent,Pass
692,Female,21,66.11,4.6,74.51,82.12,9.7,Yes,2,7.6,Bachelor,Low,Yes,Yes,No,6.7,4.9,102.18,Excellent,Pass
693,Male,16,96.24,5.0,83.61,97.51,5.9,No,4,16.8,Bachelor,High,Yes,No,Yes,8.7,3.7,79.07,Average,Pass
694,Female,18,82.36,9.1,35.54,80.25,1.6,Yes,1,6.3,Master,Medium,Yes,Yes,No,3.4,3.4,73.87,Average,Pass
695,Female,21,77.87,4.9,33.29,99.48,6.8,Yes,3,11.4,High School,High,Yes,Yes,No,7.2,1.2,78.0,Average,Pass
696,Female,17,42.99,6.2,31.36,78.88,6.3,No,0,13.0,Bachelor,Medium,Yes,No,No,4.6,5.7,65.7,Below Average,Pass
697,Male,16,94.23,4.2,43.22,50.57,9.1,No,1,13.6,High School,Medium,Yes,No,No,4.7,9.9,108.53,Excellent,Pass
698,Female,24,94.56,6.4,59.01,77.04,6.9,No,3,17.7,Bachelor,High,Yes,No,No,3.5,8.3,95.8,Excellent,Pass
699,Female,21,86.81,1.6,95.51,79.15,4.1,No,2,4.7,Bachelor,High,Yes,No,Yes,6.6,9.1,103.16,Excellent,Pass
700,Male,15,40.42,6.5,61.99,56.02,9.7,Yes,2,5.2,Bachelor,Low,No,Yes,Yes,4.2,6.6,89.26,Excellent,Pass
701,Female,22,43.44,4.6,50.32,31.24,8.2,Yes,2,14.1,Master,Medium,Yes,Yes,No,8.5,5.3,71.91,Average,Pass
702,Female,17,53.51,9.3,69.34,79.22,6.7,Yes,4,3.5,Master,Medium,Yes,No,No,9.7,9.9,102.32,Excellent,Pass
703,Male,16,47.88,9.7,37.84,31.52,3.6,Yes,2,9.3,Bachelor,Medium,Yes,Yes,No,9.4,5.0,73.62,Average,Pass
704,Female,17,63.93,6.9,72.67,74.18,4.4,Yes,3,0.4,Master,Medium,Yes,No,No,2.5,9.3,108.04,Excellent,Pass
705,Male,19,95.36,4.2,69.79,41.45,7.0,Yes,4,2.8,Bachelor,Medium,Yes,Yes,Yes,1.1,7.9,105.75,Excellent,Pass
706,Male,22,68.32,4.4,85.44,69.59,1.6,Yes,3,13.6,Master,Medium,No,No,No,4.9,4.0,77.02,Average,Pass
707,Female,24,40.8,2.8,99.07,65.27,3.3,No,5,14.9,Bachelor,Low,No,No,No,7.6,5.5,65.22,Below Average,Pass
708,Female,21,56.96,4.8,47.56,30.95,7.4,No,1,2.3,Bachelor,Medium,Yes,No,Yes,9.8,4.5,44.08,At Risk,Fail
709,Female,21,42.68,2.0,65.68,55.4,5.3,No,6,4.6,Master,Low,Yes,No,No,8.1,2.2,54.99,Below Average,Fail
710,Female,21,42.18,4.7,93.62,72.08,4.6,No,3,2.0,High School,Low,Yes,No,No,6.2,4.2,88.29,Excellent,Pass
711,Male,22,56.54,9.1,84.96,89.4,2.4,No,4,8.7,Bachelor,Medium,Yes,No,No,1.2,9.0,119.43,Excellent,Pass
712,Female,15,56.54,4.0,64.12,92.2,5.0,No,4,2.5,PhD,Low,Yes,No,No,8.4,7.8,84.59,Average,Pass
713,Male,18,87.23,6.5,96.18,63.87,7.9,No,4,8.7,Master,Medium,Yes,Yes,No,2.6,3.5,109.21,Excellent,Pass
714,Female,20,98.49,7.8,34.01,80.99,3.4,No,2,14.6,High School,Medium,Yes,No,No,1.5,4.3,56.92,Below Average,Fail
715,Female,23,62.27,8.7,95.17,52.15,1.0,No,6,13.7,Bachelor,Medium,No,Yes,No,8.7,6.5,111.63,Excellent,Pass
716,Female,16,65.73,4.0,33.54,53.95,7.0,No,1,5.6,Master,Medium,Yes,Yes,No,6.1,4.7,87.67,Excellent,Pass
717,Male,15,90.69,2.8,68.31,43.61,9.8,Yes,6,13.5,PhD,Medium,Yes,No,Yes,2.2,5.5,104.52,Excellent,Pass
718,Female,24,56.09,2.5,92.33,69.34,6.5,Yes,3,18.6,Bachelor,Low,Yes,Yes,Yes,4.5,7.3,104.16,Excellent,Pass
719,Female,16,49.38,2.9,48.39,52.02,2.1,Yes,3,7.0,Master,High,No,No,Yes,1.8,5.2,41.45,At Risk,Fail
720,Female,21,91.19,4.2,63.06,35.91,3.9,Yes,2,6.6,Master,High,Yes,No,No,6.7,2.7,70.78,Average,Pass
721,Female,17,42.79,2.0,52.7,77.95,8.8,Yes,3,11.4,High School,Low,Yes,No,No,3.5,5.7,82.72,Average,Pass
722,Male,24,77.18,3.4,96.65,79.54,3.1,Yes,5,4.9,Master,Medium,Yes,No,Yes,8.8,4.2,68.78,Below Average,Pass
723,Female,16,73.72,9.5,87.66,55.2,6.5,Yes,4,13.0,Bachelor,Medium,No,No,Yes,4.2,3.6,97.0,Excellent,Pass
724,Male,21,60.76,9.1,79.63,35.37,4.6,Yes,4,16.6,Bachelor,Low,Yes,Yes,No,5.5,4.0,101.12,Excellent,Pass
725,Male,16,58.91,1.1,71.13,59.84,2.9,No,2,9.2,Bachelor,Medium,Yes,No,No,1.6,5.0,74.39,Average,Pass
726,Male,17,86.31,17.9,87.44,60.96,8.3,Yes,4,13.6,Bachelor,Medium,Yes,Yes,No,3.5,9.0,144.51,Excellent,Pass
727,Male,21,45.19,10.8,57.46,76.81,7.7,No,5,13.0,Master,Low,Yes,Yes,No,7.1,7.6,102.68,Excellent,Pass
728,Male,18,54.21,1.9,61.33,52.08,7.0,No,3,0.8,Bachelor,High,No,No,No,7.6,7.0,65.55,Below Average,Pass
729,Male,15,83.95,5.5,81.1,77.78,3.1,Yes,5,3.7,Master,Medium,Yes,Yes,No,3.2,5.2,109.96,Excellent,Pass
730,Female,19,72.9,3.9,55.04,91.0,1.9,No,1,17.9,Master,Medium,Yes,Yes,No,5.5,1.0,83.6,Average,Pass
731,Male,23,47.68,3.7,34.47,46.62,6.2,Yes,4,18.8,Master,Medium,Yes,No,Yes,8.4,4.1,57.56,Below Average,Fail
732,Male,22,92.93,1.9,35.2,98.52,6.0,Yes,3,15.6,Bachelor,Low,No,Yes,No,4.4,8.3,92.05,Excellent,Pass
733,Male,23,63.61,8.7,38.08,57.05,2.7,Yes,6,18.4,High School,Medium,Yes,Yes,Yes,2.2,4.5,69.42,Below Average,Pass
734,Female,24,89.67,8.6,90.88,48.71,1.5,Yes,4,6.1,Bachelor,Medium,Yes,Yes,Yes,4.9,6.1,107.21,Excellent,Pass
735,Female,23,87.26,6.6,63.06,59.51,1.7,Yes,3,5.0,Master,Medium,Yes,No,No,6.4,2.8,79.1,Average,Pass
736,Male,21,77.47,14.5,79.9,36.61,9.9,Yes,2,7.7,High School,Medium,Yes,No,No,1.1,9.2,130.04,Excellent,Pass
737,Female,18,69.67,4.8,57.5,38.8,8.1,Yes,3,1.1,PhD,Low,Yes,No,No,4.1,9.3,93.16,Excellent,Pass
738,Male,19,98.77,3.4,48.11,59.01,9.3,Yes,3,16.2,Master,Low,Yes,Yes,No,6.5,2.3,90.69,Excellent,Pass
739,Male,15,48.7,2.8,54.3,83.37,2.8,Yes,1,19.7,Master,Low,Yes,No,No,9.6,7.5,65.66,Below Average,Pass
740,Female,15,83.51,3.0,85.59,93.02,9.6,No,2,16.5,Bachelor,High,No,No,Yes,4.7,1.7,79.92,Average,Pass
741,Male,17,51.47,10.7,73.77,76.54,2.3,Yes,3,11.1,Bachelor,Low,Yes,Yes,Yes,2.5,6.4,92.38,Excellent,Pass
742,Female,22,60.3,6.7,95.63,37.37,5.6,Yes,4,5.9,Master,Low,Yes,No,No,5.8,2.6,69.7,Below Average,Pass
743,Female,16,58.52,4.2,77.58,77.04,8.5,Yes,3,4.0,Bachelor,High,Yes,No,No,3.6,2.3,91.37,Excellent,Pass
744,Male,18,96.82,3.5,69.91,74.48,4.1,Yes,1,7.3,Master,Medium,Yes,No,No,2.9,1.0,77.71,Average,Pass
745,Male,16,98.04,8.2,72.71,86.4,4.8,Yes,1,13.3,Bachelor,Medium,Yes,No,No,6.3,9.5,105.6,Excellent,Pass
746,Female,19,50.98,2.2,95.97,87.77,2.2,No,1,8.9,Master,Low,Yes,Yes,Yes,9.2,8.5,75.57,Average,Pass
747,Male,23,41.32,2.5,85.17,90.77,2.1,Yes,4,18.7,Master,Medium,Yes,No,Yes,8.5,1.7,69.03,Below Average,Pass
748,Male,15,83.2,8.7,31.68,58.99,6.6,No,2,17.1,High School,Low,No,No,No,2.6,6.4,94.19,Excellent,Pass
749,Male,19,65.08,6.5,67.39,78.85,7.1,No,4,2.0,High School,Medium,Yes,No,No,7.9,3.1,66.41,Below Average,Pass
750,Female,23,45.33,2.8,78.18,48.78,8.0,Yes,2,2.6,Master,High,Yes,No,No,3.1,3.4,76.99,Average,Pass
751,Female,15,81.03,5.7,82.41,99.95,6.0,Yes,3,13.5,High School,Medium,No,No,No,3.6,8.9,102.39,Excellent,Pass
752,Male,23,72.71,3.0,44.92,42.27,6.8,No,5,4.6,Bachelor,Low,Yes,No,No,9.3,2.0,52.05,Below Average,Fail
753,Female,22,98.83,5.6,90.7,30.71,1.1,No,4,15.8,Bachelor,Medium,Yes,No,Yes,9.2,6.4,83.17,Average,Pass
754,Female,18,53.64,5.2,96.91,40.42,2.5,Yes,3,11.8,High School,Medium,Yes,No,No,2.5,4.6,97.46,Excellent,Pass
755,Female,24,64.24,4.0,46.57,84.31,9.9,No,1,4.6,High School,Medium,Yes,Yes,No,1.6,2.7,84.86,Average,Pass
